ID университета,Название университета,Экономика и управление,Социология и социальная работа,Юриспруденция,Политические науки и регионоведение
10000886,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Ростовский государственный экономический университет (РИНХ)"" в г.Кисловодске Ставропольского края","16,9",N/A,N/A,N/A
10000888,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Ростовский государственный экономический университет (РИНХ)"" в г.Махачкале Республики Дагестан","24,0",N/A,N/A,N/A
10000193,филиал федерального государственного бюджетного образовательного учреждения высшего образования «Дагестанский государственный университет» в г. Дербенте,"85,7",N/A,N/A,N/A
14013186,филиал федерального государственного бюджетного образовательного учреждения высшего образования «МИРЭА - Российский технологический университет» в г. Ставрополе,"185,2",N/A,N/A,N/A
10003273,филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова» в г. Пятигорске Ставропольского края,"132,9",N/A,N/A,N/A
10006845,филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный экономический университет» в г. Кизляре,"20,0",N/A,N/A,N/A
1913,"Автономная некоммерческая организация высшего образования ""Гуманитарный университет""","171,4",N/A,N/A,N/A
110420,"Автономная некоммерческая организация высшего образования ""Уральский институт фондового рынка""","68,7",N/A,N/A,N/A
2067,"Автономная некоммерческая организация высшего образования ""Уральский университет-Уральский институт экономики, управления и права""","3,6",N/A,N/A,N/A
110409,"бюджетное учреждение высшего образования Ханты-Мансийского автономного округа - Югры ""Сургутский государственный педагогический университет""","102,0",N/A,N/A,N/A
110410,"бюджетное учреждение высшего образования Ханты-Мансийского автономного округа - Югры ""Сургутский государственный университет""","835,7",N/A,N/A,N/A
113593,"Негосударственное частное образовательное учреждение высшего образования ""Технический Университет УГМК""","1,9",N/A,N/A,N/A
1838,"Образовательное учреждение высшего образования ""Южно-Уральский технологический университет""","495,1",N/A,N/A,N/A
336,"Федеральное государственное автономное образовательное учреждение высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)""","1 794,4",N/A,N/A,N/A
214,Федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный профессионально-педагогический университет»,"68,8",N/A,N/A,N/A
302,федеральное государственное автономное образовательное учреждение высшего образования «Тюменский государственный университет»,"2 403,0",N/A,N/A,N/A
313,федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»,"3 728,5",N/A,N/A,N/A
1752,Федеральное государственное бюджетное образовательное учреждение высшего образования  «Уральский государственный университет физической культуры»,"0,3",N/A,N/A,N/A
112,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Курганский государственный университет""","480,9",N/A,N/A,N/A
120,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Магнитогорский государственный технический университет им. Г.И. Носова""","440,0",N/A,N/A,N/A
301,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тюменский индустриальный университет""","324,4",N/A,N/A,N/A
1607,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный медицинский университет"" Министерства здравоохранения Российской Федерации",N/A,"7,4",N/A,N/A
312,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный педагогический университет""","15,1",N/A,N/A,N/A
315,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный экономический университет""","2 942,8",N/A,N/A,N/A
309,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный юридический университет""",N/A,N/A,"5 937,8",N/A
324,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Челябинский государственный университет""","1 511,5",N/A,N/A,N/A
331,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Шадринский государственный педагогический университет""",N/A,"4,4",N/A,N/A
323,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный гуманитарно-педагогический университет""","39,1",N/A,N/A,N/A
1634,федеральное государственное бюджетное образовательное учреждение высшего образования «Курганская государственная сельскохозяйственная академия имени Т.С.Мальцева»,"157,9",N/A,N/A,N/A
1784,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижневартовский государственный университет»,"141,7",N/A,N/A,N/A
1724,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»,"106,6",N/A,N/A,N/A
310,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный горный университет»,"489,5",N/A,N/A,N/A
311,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный лесотехнический университет»,"110,5",N/A,N/A,N/A
1759,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный университет путей сообщения»,"1 211,9",N/A,N/A,N/A
333,федеральное государственное бюджетное образовательное учреждение высшего образования «Югорский государственный университет»,"419,0",N/A,N/A,N/A
1591,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,N/A,"2,2",N/A,N/A
110135,"Частное образовательное учреждение высшего образования ""Институт международных связей""","3,8",N/A,N/A,N/A
110373,"Частное образовательное учреждение высшего образования ""Международный Институт Дизайна и Сервиса""","224,4",N/A,N/A,N/A
140143426,Институт агроинженерии федерального государственного бюджетного образовательного учреждения высшего образования «Южно-Уральский государственный аграрный университет»,"0,3",N/A,N/A,N/A
10006926,Курганский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,"38,0",N/A,N/A,N/A
10006742,"Курганский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""","71,2",N/A,N/A,N/A
10001297,"Миасский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Челябинский государственный университет""","82,5",N/A,N/A,N/A
14013175,"Нижнетагильский государственный социально-педагогический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования ""Российский государственный профессионально-педагогический университет""","0,1",N/A,N/A,N/A
10003306,"Новоуральский технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования ""Национальный исследовательский ядерный университет ""МИФИ""","10,3",N/A,N/A,N/A
10001247,НТИ (филиал) УрФУ,"37,2",N/A,N/A,N/A
10000432,Озерский технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,"5,0",N/A,N/A,N/A
10003309,Снежинский физико-технический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,"20,0",N/A,N/A,N/A
10000433,Технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,"15,1",N/A,N/A,N/A
10001205,Тобольский педагогический институт им. Д.И. Менделеева (филиал) федерального государственного автономного образовательного учреждения высшего образования «Тюменский государственный университет» ,N/A,"14,5",N/A,N/A
10001298,"Троицкий филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Челябинский государственный университет""","41,4",N/A,N/A,N/A
10002031,"Тюменский филиал автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации ""Сибирский университет потребительской кооперации""","36,0",N/A,N/A,N/A
10001842,"Уральский институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""","1 085,8",N/A,N/A,N/A
12012923,"Уральский социально-экономический институт (филиал) Образовательного учреждения профсоюзов высшего образования ""Академия труда и социальных отношений"" ","251,0",N/A,N/A,N/A
14013211,Уральский филиал федерального государственного бюджетного научного учреждения «Исследовательский центр частного права имени С.С. Алексеева при Президенте Российской Федерации»,N/A,N/A,"41,0",N/A
10006952,"Уральский филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия"" (г. Челябинск)",N/A,N/A,"319,1",N/A
10006968,"Уральский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации""","247,8",N/A,N/A,N/A
140143622,"Филиал Автономной некоммерческой организации Высшего Образования ""Институт деловой карьеры"" в Тюменской области",N/A,N/A,"139,9",N/A
12012940,"Филиал образовательного частного учреждения высшего образования ""Институт международного права и экономики имени А.С. Грибоедова"" в г. Нижневартовске (Филиал ИМПЭ им. А.С. Грибоедова в г. Нижневартовске)","10,9",N/A,N/A,N/A
10001211,"Филиал ФГБОУ ВО ""Удмуртский государственный университет"" в г. Нижняя Тура","12,8",N/A,N/A,N/A
10001342,"Филиал федерального государственного автономного образовательного учреждения высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"" в г. Миассе","87,1",N/A,N/A,N/A
10001340,"Филиал федерального государственного автономного образовательного учреждения высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"" в г.Златоусте","14,0",N/A,N/A,N/A
10001343,"Филиал федерального государственного автономного образовательного учреждения высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"" в г.Нижневартовске","51,5",N/A,N/A,N/A
10110906,"Челябинский филиал Автономной некоммерческой организации высшего профессионального образования ""Российская академия предпринимательства""","7,6",N/A,N/A,N/A
10001845,"Челябинский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации"" ","450,1",N/A,N/A,N/A
1968,Автономная некоммерческая образовательная организация высшего образования «Сибирский институт бизнеса и информационных технологий»,"522,8",N/A,N/A,N/A
2025,автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации «Сибирский университет потребительской кооперации»,"490,9",N/A,N/A,N/A
2035,"Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»","98,9",N/A,N/A,N/A
1854,"Негосударственное (частное) образовательное учреждение высшего образования ""Томский институт бизнеса""","3,1",N/A,N/A,N/A
110352,"Негосударственное образовательное учреждение высшего профессионального образования ""Новосибирский институт экономики, психологии и права""","6,3",N/A,N/A,N/A
1507,"федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет""","2 667,5",N/A,N/A,N/A
294,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский государственный университет»,"1 065,0",N/A,N/A,N/A
296,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет»,"74,8",N/A,N/A,N/A
178,федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,"854,0",N/A,N/A,N/A
1682,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный аграрный университет""","252,7",N/A,N/A,N/A
19,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный гуманитарно-педагогический университет имени В.М. Шукшина""","5,4",N/A,N/A,N/A
3,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова""","743,8",N/A,N/A,N/A
7,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ангарский государственный технический университет""","32,2",N/A,N/A,N/A
83,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Иркутский государственный университет""","1 093,6",N/A,N/A,N/A
106,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Красноярский государственный педагогический университет им. В.П. Астафьева""","0,1",N/A,N/A,N/A
175,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный архитектурно-строительный университет (Сибстрин)""","24,1",N/A,N/A,N/A
176,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный педагогический университет""","149,9",N/A,N/A,N/A
183,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Омский государственный технический университет""","1 049,2",N/A,N/A,N/A
269,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный автомобильно-дорожный университет (СибАДИ)""","103,4",N/A,N/A,N/A
272,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный индустриальный университет""","169,3",N/A,N/A,N/A
293,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный педагогический университет""","129,6",N/A,N/A,N/A
295,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный университет систем управления и радиоэлектроники""","906,5",N/A,N/A,N/A
322,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Хакасский государственный университет им. Н.Ф. Катанова""","272,9",N/A,N/A,N/A
4,федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»,"853,1",N/A,N/A,N/A
12,федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»,"2 364,6",N/A,N/A,N/A
23,федеральное государственное бюджетное образовательное учреждение высшего образования «Братский государственный университет»,"172,7",N/A,N/A,N/A
53,федеральное государственное бюджетное образовательное учреждение высшего образования «Горно-Алтайский государственный университет»,"57,8",N/A,N/A,N/A
1690,федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный аграрный университет имени А.А. Ежевского»,"216,1",N/A,N/A,N/A
1757,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный университет путей сообщения»,"849,5",N/A,N/A,N/A
82,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский национальный исследовательский технический университет»,"734,6",N/A,N/A,N/A
99,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный университет»,"782,3",N/A,N/A,N/A
1641,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный аграрный университет»,"539,7",N/A,N/A,N/A
1589,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого» Министерства здравоохранения  Российской Федерации,"5,0",N/A,N/A,N/A
111,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный технический университет имени Т.Ф. Горбачева»,"466,0",N/A,N/A,N/A
1649,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный аграрный университет»,"595,3",N/A,N/A,N/A
1619,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации,N/A,"9,3",N/A,N/A
177,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,"1 465,0",N/A,N/A,N/A
179,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет экономики и управления «НИНХ»,"2 034,8",N/A,N/A,N/A
180,федеральное государственное бюджетное образовательное учреждение высшего образования «Норильский государственный индустриальный институт»,"133,1",N/A,N/A,N/A
1638,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный аграрный университет имени П.А.Столыпина»,"300,8",N/A,N/A,N/A
182,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный педагогический университет»,"64,0",N/A,N/A,N/A
184,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского» ,"669,7",N/A,N/A,N/A
1599,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет путей сообщения»,"453,2",N/A,N/A,N/A
1618,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации,"120,3",N/A,N/A,N/A
1763,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет водного транспорта»,"197,0",N/A,N/A,N/A
270,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет геосистем и технологий»,"160,1",N/A,N/A,N/A
271,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева»,"1 381,0",N/A,N/A,N/A
1715,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»,"2 070,7",N/A,N/A,N/A
1719,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»,"3,1",N/A,N/A,N/A
292,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный архитектурно-строительный университет»,"1,1",N/A,N/A,N/A
299,федеральное государственное бюджетное образовательное учреждение высшего образования «Тувинский государственный университет»,"193,8",N/A,N/A,N/A
110156,"Частное образовательное учреждение высшего и дополнительного образования ""Байкальский гуманитарный институт""","4,7",N/A,N/A,N/A
1958,"Частное образовательное учреждение высшего образования ""Сибирский юридический университет""",N/A,N/A,"858,3",N/A
1991,Частное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и права»,"56,2",N/A,N/A,N/A
1924,"Частное учреждение образовательная организация высшего образования ""Омская гуманитарная академия""","213,9",N/A,N/A,N/A
12012924,Алтайский институт труда и права (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,"12,0",N/A,N/A,N/A
12012813,"Алтайский институт экономики - филиал частного образовательного учреждения высшего образования ""Санкт- Петербургский университет технологий управления и экономики"" ","62,9",N/A,N/A,N/A
10006721,Алтайский филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»(Алтайский филиал РАНХиГС),"799,8",N/A,N/A,N/A
10006954,"Алтайский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации"" ","207,9",N/A,N/A,N/A
10006939,Ачинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Красноярский государственный аграрный университет» ,"20,8",N/A,N/A,N/A
10000307,"Беловский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Кемеровский государственный университет"" ","82,4",N/A,N/A,N/A
10000009,"Бийский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова""","7,1",N/A,N/A,N/A
10006945,"Восточно-Сибирский филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия""(г. Иркутск)",N/A,N/A,"419,3",N/A
10006947,"Западно-Сибирский филиал Федерального государственного образовательного учреждения высшего образования ""Российский государственный университет правосудия"" (г. Томск)",N/A,N/A,"363,4",N/A
10006808,Иркутский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,"62,3",N/A,N/A,N/A
10003282,Кемеровский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»,"334,7",N/A,N/A,N/A
10006937,Красноярский институт железнодорожного транспорта – филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский государственный университет путей сообщения»,"222,6",N/A,N/A,N/A
12012815,"Красноярский институт экономики - филиал частного образовательного учреждения высшего образования ""Санкт-Петербургский университет технологий управления и экономики""","84,7",N/A,N/A,N/A
12013936,Красноярский филиал негосударственного образовательного учреждения высшего профессионального образования «Санкт-Петербургский Гуманитарный университет профсоюзов»,N/A,"3,1",N/A,N/A
12006939,Красноярский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,"31,4",N/A,N/A,N/A
140114299,"Лесосибирский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Сибирский государственный университет науки и технологий имени академика М.Ф.Решетнева""","29,0",N/A,N/A,N/A
10000305,"Новокузнецкий институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Кемеровский государственный университет"" (НФИ КемГУ)","237,3",N/A,N/A,N/A
10000487,"Новосибирский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство)""","37,1",N/A,N/A,N/A
10001153,"Новосибирский юридический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования ""Национальный исследовательский Томский государственный университет""",N/A,N/A,"377,5",N/A
10006794,"Омский институт водного транспорта - филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Сибирский государственный университет водного транспорта""","1,8",N/A,N/A,N/A
10006925,"Омский филиал Негосударственного образовательного частного учреждения высшего образования ""Московский финансово-промышленный университет ""Синергия""","235,1",N/A,N/A,N/A
10006972,"Омский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации""","500,8",N/A,N/A,N/A
